Page,Romanized Chakma,pos,English translation
313,Nadhariney,a,without catching or seizing
313,Nadhāng,v,(I) do not escape
313,Nadhāch,v,(you) do not escape
313,Nadhān,v,(they) do not escape
313,Nadhānā,v,not to escape or run away
313,Nadhābānā,v,not to drive away or out
313,Nadhābeney,a,without driving away
314,Nadhārānā,v,not to sharpen
314,Nadhāreney,a,without sharpening
314,Nadhāy,v,"(he, she) does not escape"
314,Nadhigdhigānā,v,not to tremble or quake
314,Nadhigdhigeney,a,without trembling or quaking
314,Nadhunanā,v,not to cut to pieces or divide
314,Nadhuniney,a,without cutting to pieces; without dividing
314,Nadhulanā,v,not to swing
314,Nadhuliney,a,without swinging
314,Nadhei,v,(we) do not escape
314,Nadhelgānā,v,not to wave
314,Nadhelgeney,a,without waving
314,Nadhoi,v,(we) do not wash
314,Nanan,n,husband’s younger sister; sister-in-law
314,Nananchhach,n,husband’s elder sister
314,Nanā,n,a boy who embraces
314,Naney,n,undue demand or caress; esteem; hugging; close embraces; childish demand or whim
314,Nanābi,n,a girl who embraces
314,Naney garani,n,embrace
314,Naney garānā,n,embrace; make an undue demand
314,Naneyā,a,embraced; beloved; fondled; pet
314,Napag pagānā,v,not to chatter; not to argue or quarrel
314,Napag pageney,a,without bandying words or chattering
314,Napajānā,v,not to rot or decompose
314,Napajiney,a,without rotting or decomposing
314,Napat tyānā,v,not to repent or regret
314,Napat tyāney,a,without repenting
314,Naparchyā,a,"unworn, not worn"
314,Naparānā,v,not to put on or wear
314,Naparānā,v,not to feel a burning sensation
314,Napariney,a,without putting on or wearing
314,Napareney,a,without feeling a burning sensation
314,Naparhah,v,"(you, pl) do not read"
314,Naparhan,v,(they) do not read
314,Naparhānā,v,not to drop or fall down; not read
315,Naparhānā,v,not to relate or intimate; not to lay down
315,Naparhānāh,v,not to read or study
315,Naparhih,v,(we) do not read
315,Naparhiney,a,without laying down or relating
315,Naparhiney,a,without dropping or falling
315,Naparhihney,a,without reading or studying
315,Naparhibyer; naparhibār,a,not for reading
315,Napāgānā,v,not to ripen or develop or mature
315,Napāginey,a,without ripening or developing
315,Napāgeney,a,without twisting
315,Napājhārānā,v,not to overthrow or wrestle
315,Napājhereney,a,without overthrowing
315,Nāpādānā,v,not to discharge impure air
315,Napādhah,v,"(you, pl) do not send"
315,Napādhāng,v,(I) do not send
315,Napādhāch,v,(you) do not send
315,Napādhān,v,(they) do not send
315,Napādhānā,v,not to send
315,Napādhāy,v,"(he, she) does not send"
315,Napādheim,v,(I) will not send
315,Napādhech,v,(you) do not send
315,Napādheyā,a,not sent
315,Napānāh,v,not get or obtain
315,Nāpānānā,v,not to hire
315,Napāney,a,without hiring
315,Napārchyā; napāriney,a,unable to do
315,Napārānā,v,not to get down; not to be able or possible
315,Napālānā,v,not to observe or keep or protect; not to cherish or nurse or bring up
315,Napāleney,a,without observing or protecting; without bringing up
315,Napāleyā,a,not observed or kept; not cherished or brought up
315,Napichchhyenā,v,not to fall back or lag behind
315,Napichchheney,a,without falling back
315,Napijiney,a,without tying or fastening with
315,Napijenā,v,not to tie or fasten with
315,Napityā,a,not beaten or stricken
315,Napideney,a,without beating or striking
316,Napidelenā,n,not to ask question
316,Napidileney,a,without asking question
316,Napidileyā gari,ad,without questioning
316,Napidenā,v,not to beat or strike
316,Napinyā,a,unclothed or dressed
316,Napininey,a,without wearing or dressing
316,Napinenā,v,not to wear or put on
316,Napuchchyenā,v,not to strike or caress slightly with the hand; not to rub gently
316,Napuchchhyeney,a,without rubbing gently with the hand
316,Napujiney,a,without worshipping or submitting
316,Napujiyā,n,non worshipper
316,Napujonā,v,not to worship or submit
316,Napujhchyā,a,undomesticated
316,Napujhanā,v,not to wipe or erase or rub out
316,Napujhiney,a,without wiping or rubbing out
316,Napujhiney,a,without domesticating or petting
316,Napujhonā,v,not to domesticate
316,Napurhanā,v,not to burn or inflame
316,Napurhiney,a,without burning or flaming
316,Napeiyā,n,non payee
316,Napejānā,v,not to ask or inquire or question
316,Napejeney,a,without asking or questioning
316,Napedānā,v,not to pick up or collect
316,Napedeiyā,n,non collector
316,Napedeney,a,without collecting or picking up
316,Napedeyā,a,not picked up or collected
316,Napenei,a,without getting or obtaining
316,Naperānā,v,not to squeeze or compress
316,Napereney,a,without compressing or squeezing
316,Napereyā,a,not compressed or squeezed
316,Napey thānā,v,not to obtain or gain or get
316,Naphabānā,v,not to pant or sob or breathe hard
316,Naphabeney,a,without panting or sobbing or breathing hard
316,Naphādtyā,a,not torn or broken; unbreakable
316,Naphādānā,v,not to tear or rend or break
317,Naphādiney,a,without tearing or breaking
317,Naphādeyā,a,not torn or broken; unbroken
317,Naphārānā,v,not to split or saw or tear
317,Naphāriney,a,without splitting or tearing
317,Naphirchyā,a,unreturned; not returned
317,Naphiriney,a,without returning or turning
317,Naphirenā,v,not to return or come back or turn
317,Naphudtyā,a,not blossomed or boiled
317,Naphudanā,v,not to put forward or blossom or boil
317,Naphudanā,v,not to bite or sting
317,Naphudiney,a,without biting
317,Naphuranā,v,not to finish or bore
317,Naphureney,a,without finishing or boring
317,Naphulanā,v,not to expand or swell or toss
317,Naphuliney,a,without expanding or swelling or tossing
