Page,Romanized Chakma,pos,English translation
173,Jaynignee,n.,flag or ensign of victory; standard of triumph.
173,Jaynijenee urhanee,v.,fly of victorious flag.
173,Joypatra,n.,written record of victory; decree of acount.
173,Jayparājay,n.,conquest and defeat; success and failure.
173,"Jaypāgālā, pāgālyā",a.,triumphant; exulting.
173,Jaymālā,n.,wreath of victory; laurel bags.
173,Jayra,n.,shout or cry of victory.
173,Jayra garānā,v.,shout in triumph; triumph other; cry hurrah for victory.
173,Jaylābh,n.,winning of victory.
173,Jaylābh garānā,v.,win a victory; be victorious.
173,Jayahnā,a.,be won; be crowned with success.
173,Jay ok,ind.,let there be victory.
173,"Jāk, jāg",n.,place on river; make sign on the river.
173,Jāgkyā,a.,awakened; vigilant; risen from sleep; awake.
173,Jagkyā sobban,n.,day dream; reverie.
173,Jāgan,a.,awake; waking; not asleep.
173,"Jāganyā, jāgiyā",n.,awakener.
173,Jāgani,n.,awakening from sleep; waking; sleeplessness; awakening; watchfulness.
173,Jāgā,a.,place; room; site; abode; swat; container; stead; post; situation; shelter; piece of land.
174,Jāgānā,v.,wake up; awake; rise from sleep.
174,Jāgādenā,v.,make room for.
174,Jāgānei,a.,there is no room (for).
174,Jāguluk,n.,disturbance; troubles; rubbish; confusion; tumult; noise; uproad; disorder; complication.
174,Jāguluk garānā,v.,make a noise; disorder; create disturbance.
174,Jāgulukyā,a.,troublesome; confused; complex; intricated; complicated; tumultuous; turbulent; noisy.
174,Jāgeiyā,n.,one who awakens or rouses.
174,Jāgey denā,v.,awaken; stir up; rouse; inspire; mature before time.
174,Jāng,n.,rowcane; fold cane.
174,Jānggel,a.,serious; deadly; calamitous; fatal; distrous; ferocious.
174,Jāngār,n.,rust.
174,Jāngāredhachyā,a.,rusted.
174,"Jāngāre dharānā, parānā",v.,become rusty; rust; get oxidized.
174,Jāngāl,n.,galaxy; road.
174,Jāgānā,v.,take; ask to take.
174,"Jāt, jād, jādi",n.,caste; tribe; kind; group; lineage; class; species.
174,Jātak,n.,astrological calculation of nativity.
174,Jātkul,n.,parentage.
174,Jātakoj garani,n.,genocide; extermination of a race.
174,"Jātkhānā, jāt­khānā ārānā",v.,lose one’s caste.
174,Jātat udhānā,v.,be restored to caste.
174,Jātat tulanā,v.,reinstate an out caste; restore one’s caste; readmit (a person) to his social status.
174,Jātdenā,v.,give up one’s caste.
174,Jat dharma bhedābhed nagariney,ad.,without distinction (or irrespective) of caste and creed.
174,Jātbhei,n.,man of the same tribe or caste; fellow man.
174,Jātbhed,n.,ethnology; caste distinction.
174,Jātbhedar,a.,ethnological.
174,Jātbhed sudam,n.,caste system.
174,Jātbhedee,a.,ethnologist.
174,Jātmārānā,v.,defile one’s caste.
174,"Jātyā, jātyānā",v.,to hit in; hit in; drive in.
174,Jātyeiyā,n.,one who drives in.
175,Jātyayā,a.,hitten in; driven in.
175,Jāteeinjeb,a.,national feeling.
175,Jāteenāsh,n.,loss of caste; annihilation of a species.
175,Jāteeya sangyeet,n.,national anthem.
175,Jāteeya jhudda shikkhyādal,n.,National Cadet Corps.
175,Jādakojyā,n.,racial antagonism.
175,"Jādat, jādar",a.,belonging to caste; racial; national.
175,Jādattun nigileydyā,a.,out caste; expelled from one’s caste; fallen from a caste.
175,"Jāda dharma, jātee dharma",n.,duties of a caste; racial duties and practices; generic property.
175,"Jādneyā, jātchhārhā",a.,without any caste; casteless.
175,Jādaphejā,n.,national character; racial character.
175,"Jādabād, jādkochpānā",n.,nationalism.
175,"Jādbādee, jādkochpānee",a.,nationalist.
175,Jādabidyā,n.,ethnology.
175,Jādabidyār,a.,ethnological.
175,Jādabidyā bhedee,n.,ethnologist.
175,"Jādabebsā, jādapejhā",n.,hereditary profession or craft; trade or occupation carried on by a particular caste.
175,Jādar,a.,well born of high descent; noble; legitimate.
175,"Jādar, jāteeya",a.,national; racial; tribal; generic; of or particular description of nature.
175,Jādashatturu,n.,enemy from birth; life long enemy.
175,"Jādasudam, jātarsudam",n.,phylogenetic system.
175,Jādu,n.,charm; spell; magic; enchantment; witch craft; darling.
175,"Jādugar, jādugariyā",n.,magician; enchanter; juggler; sorcerer; wizard.
175,Jādugarānā,v.,enchant; charm; bewitch.
175,Jādughar,n.,museum.
175,Jādubal,n.,force of magic or enchantment.
175,Jādubidyā,n.,magic; jugglery; sorcery.
175,Jādubee,n.,female magician; witch; sorceress.
175,Jādhi,n.,lance; spear; javelin; harpoon.
175,Jān,v.,to know; n. life; soul; belove; witch.
175,"Jānānee, jānanee",n.,information; notice; intimation; warning.
176,Jānanee kāgoj,n.,bulletin; notice.
176,Jānā,a.,known; having communication with.
176,Jānajāni,a.,make public; proclaimed; circulated; knowing with each other; n. publicity.
176,Jānājāniahnā,v.,be known with each other; become public.
176,Jānānā,v.,know; perceive; make out; discover; recognize; realize; understand; experience; be aware of; see discern.
176,Jānālā,n.,window.
176,"Jānāshunā, jānyāshunyā",n.,acquaintance; a. well known; experienced.
176,Jānyā,a.,known; learnt; acquainted.
176,Jānishuni,v.,knowingly; wittingly; consciously; deliberately; by design.
176,Jānuyāree,n.,January.
176,Jānoyār,n.,animal; beast; brute; idiot.
176,Jām,n.,berry.
176,"Jāmā, sulum",n.,shirt; coat; jacket; gown; frock; vest; bodice; a. twin; pair; couple.
176,Jāmā-āb,n.,bimirror.
176,Jamā jāmyā,a.,blocked up; jammed.
176,Jāmā jāmyā garānā,v.,jam together; block up.
176,Jāmā jāmyā ahnā,v.,be blocked upon; jammed together.
176,Jāmātārā,n.,binary star.
176,Jāmānādā,n.,even number.
176,Jāmi,n.,jaw; jaw bone.
176,Jamidāt,n.,jaw-tooth; tooth-jaw.
176,Jamidhārānā,v.,have the lock-jaw; be seized with tetanus.
176,Jāmin,n.,security; surety; bail; sponer.
176,Jāmindār,n.,security; bailsman; guarantor; surety; bail.
176,Jāmindenā,v.,furnish a security or bail.
176,"Jāminnāmā, jāminpatra",n.,security bond; bail bond.
176,Jāminar ajhogya,a.,non-bailable.
176,Jāminar jhogya,a.,bailable.
176,Jāminalanā,v.,take or accept a surety or bail.
176,Jāmin ahnā,v.,stand surety; furnishing bail (for).
176,Jāmini,n.,suretyship; security; bail.
176,Jāmine iridenā,v.,release on bail.
176,Jāmibhāngā,a.,jawbreaking; very hard to pronounce.
176,Jāmei,n.,son-in-law; bride groom
177,Jāmer,n.,lime; lemon; citron.
177,Jāmura,n.,cobra.
177,"Jāmurā sāp, kālā jāmurā",n.,African spitting cobra.
177,Jāmurā (sādā) dhub,n.,Asian cobra.
177,Jār,n.,cold; winter; coldness; a. cold; cool; chilly; dull.
177,Jārkamānijantra,n.,condenser; refrigerator.
177,Jārkādā,n.,shudder.
177,Jārkādā udanā,a.,creepy; v. shudder.
177,Jārkādānā,v.,pass winter.
177,Jārgarānā,v.,feel cold; be affected with cold.
177,Jārchyā,a.,dissolved; digested; reduced; decayed; pickled; wasted.
177,"Jārani, jāran",n.,causing to decay; dissolving (a thing); oxidizing (metals); degestion; reducing; act of picking.
177,Jārdareyā,a.,afraid of cold.
177,Jārapajāk,n.,warm garments or clothes.
177,Jārbalā,a.,cold; frigid; cooling.
177,Jārbalādej,n.,cold country.
177,Jārbuā,a.,bastard; adulterine; illegitimate; n. bastard.
177,Jārbuā puā,n.,bastard; illegitimate child.
177,Jārānā,v.,cause waste or decay; dissolve; digest; reduce to another state.
177,Jāri,n.,declaration; manifestation; display; boast; enforcement; issue; service; (as of a summon); execution (of a decree).
177,Jārigachyā,a.,declared; displayed; current; running; flowing; proceeding; in force; passed into law; served; issued.
177,Jārigarānā,v.,bring into force; boast; make a vain; display of; serve a notice.
177,Jāripārānā,v.,able to digest or reduce.
177,"Jāriyā, jāronee",n.,one who can digest.
177,Jāre girgirenā,v.,shiver all over with cold.
177,Jārol,n.,kind of tree or wood.
177,Jāl,n.,net; snare; trap; spider’s web; work deception; illusion; magic; sorcery; collection; forgery; lattice; fraudulence; v. to set a fire.
177,Jāil kāgoj,n.,forge writing fake paper.
177,Jālgachyā,a.,forge; counter feited.
178,Jālgārānā,v.,forge; falsify; counterfeit.
178,"Jālgariyā, jālee",n.,forger; counterfeiter; deceiver.
178,Jāltengā,n.,counterfeit; fake currency.
178,Jālni,n.,burning; blazing.
178,Jālpatra,n.,forged deed or document.
178,Jālpādānā,v.,set a trap.
178,Jālphelānā,v.,cast a net.
178,Jālbānyā,a.,caught or entangled in a net; ensnared.
178,Jālmānuj,n.,impersonation; false.
178,Jālā,n.,burning sensation; smarting pain; distress; vexation; torment; worry; blaze; flame; inflammation; coloration of flame; n. paddy plant or seedling.
178,"Jālāgachyā, jālātan",a.,worried; vexed; annoyed; formented; teased.
178,Jālāgachyā garānā,v.,worry; torment; trouble; vex; tease; harass.
178,Jālā garānā,v.,feel a burning sensation.
178,Jālāgareyā,a.,annoying; teasing; ragging; tormenting.
178,Jālā­denā,v.,give trouble or annoy; worry.
178,Jālā felānā,v.,throw or sow the paddy plant or seedling.
178,Jālāmu,n.,creater.
178,Jālājantaranā,n.,burning pain; trouble and tribulation; distress; vexation; pain; anguish; worries.
178,Jāli,n.,network; fringe; small net; very immature fruit; a. soft; netlike; small; immature.
178,Jāleydyā,a.,kindled; lighted; inflamed; set ablazed; ignited.
178,"Jāley denā, jālānā",v.,kindle; set fire to; light (a lamp); set on fire; inflame; cause pain; ignite; annoy; pester; harass; tease; vex; apply; heat; warm.
178,Jāleyā,a.,burning; flaming; blazing.
178,Jāleyā āgun,n.,blazing fire.
178,Jāleyā āngārā,n.,live coal.
178,Jābattaree,a.,till; untill; at the long.
178,Jābar,n.,reach of the arms; grip of the hand.
178,Jābar jābārāni,n.,clasping; hugging.
178,Jābārā jābiri,n.,mutual hugging; struggling.
178,Jābārā jābiri garānā,v.,clasp or hug with each other.
178,Jābārānā,v.,clasp; hug; embrace; grapple.
179,Jābin,a.,rully; attentive.
179,Jābereiyā,n.,grasper.
179,Jāberei dharānā,v.,grasp.
179,Jābereney dhārānā,v.,clasp in the arms; embrace; grapple; seize by throwing the arms around.
179,Jābereyā,a.,grasping; greedy; avaricious; grasped.
179,Jāhj,n.,ship; steamer; vessel.
179,Jāhjghāt,n.,wharf; dock; harbour.
179,Jāhjdhubi,n.,ship wreck.
179,Jāhjee,n.,mariner; sailor; a. imported in a ship or conveyed in a ship.
179,Jāhannām,n.,hell; perdition; ruin; eternal death.
179,Jāhnnāme denā,v.,consign to perdition; lead one to utter ruin.
179,Jahnnāme jhānā,v.,go to hell; go to the dogs or perdition.
179,Jāyjukkol,n.,equipment; contingent; materials; articles; implements; accoutrements; appurtenance; ingredients; supplementary articles of food; elements; accessory.
179,"Jāyjukkol garānā, ahnā",v.,equip; prepare; get ready; decorate; dress; furnish; be prepared or ready or equipped.
179,"Jāyjukkolyā, jāyjukkolgachyā",a.,equipped; arrayed; decorated; furnished; prepared; dressed.
179,Jāyjukkole,ad.,with preparations or equipments.
179,"Jingāni, jiban",n.,life; existence; living; livelihood.
179,Jingāni utsubā garānā,v.,sacrifice one’s life or one self; dedicate one’s life or oneself.
179,Jingāni uboy,n.,means of subsistence; livelihood; method of preserving life.
179,"Jingāni kadhā, jibani",n.,life story; memories; biography.
179,"Jingāni kadhā leghiyā, jibani leghiyā",n.,biographer.
179,Jingāni kāl,n.,life time; the duration of life.
179,Jingāni kitti,n.,life work.
179,"Jinghāni gangānā, gangeyo jhānā",v.,lead or pass or spend life.
179,Jinghāni gangāni,n.,pasing or spending of life.
179,Jinghāni gābur,n.,life and youth.
179,Jinghāni geleyo,ind.,for the life of me.
179,Jinghāni chakkar,n.,life cycle.
180,Jinghāni chālani,n.,maintaining life; existence.
180,Jinghāni chālānā,v.,maintain life; live; exist.
180,Jinghāni cherāg,n.,lamp of life.
180,Jinghāni chhārhā,a.,lifeless; desolate.
180,Jinghānit,a.,in living; live; living.
180,Jinghānitāy,ad.,for life.
180,Jinghānittun bej,a.,dearer than life; greater than life.
180,Jinghāni thum,n.,end of life; death.
180,Jinghāni dān,n.,vivication; giving life to.
180,Jinghāni dān garānā,v.,give life to; bring to life; revive.
180,Jinghāni denā,v.,sacrifice one’s life.
180,"Jinghāni dhuri, jinghāni bhar",a.,life long; lasting throughout life.
180,Jinghāni nāsh,n.,destruction of life; death.
180,Jinghāni nāsh garānā,v.,kill; destroy of life.
180,Jinghāni nichchindyā,n.,life insurance.
180,Jinghāni nichchindyā garānā,v.,insure life.
180,Jinghāni nichchindyā gariyā,n.,insure.
180,Jinghāni nijeni,n.,autobiographical; memoir.
180,Jinghāni pānā,v.,come to life.
180,Jinghāni bharā,a.,life long.
180,Jinghāni maran,n.,life and death.
180,Jinghāni maran samasyā,n.,question of life and death; crisis.
180,"Jinghāni jāttārā, jinghāni lad",n.,livelihood.
180,Jinghāni jhāttrā garānā,v.,pass or spend one’s life.
180,Jinghāni jhānā,v.,die.
180,Jinghāni juddho,n.,battle of life.
180,Jinghāni rad,n.,vitality.
180,Jinghāni lanā,v.,kill.
180,Jinghāni shej kādāl,n.,end of life; time of death.
180,Jinghāni shej kadālyā,ad.,at the end of life; at the end of death.
180,Jinghāni shejendi,ad.,after death; at the risk of life; on penalty of death.
180,Jinghāni sambal,n.,means of subsistence; main stay of support of life.
180,Jinghāni samāsyā,a.,accompanying through life.
180,Jinghāni samār,n.,partner of life; one's best friend
181,Jinghāni sāmāree,n.,female partner of life; wife.
181,Jinghāni āhrānā,v.,die; expire.
181,Jit,n.,spirit; strength; energy; vigour; dignity; ardour; haughtiness; insolence; light; lustre; glow; splendour; brilliancy; heat; pungency; vivacity; liveliness; semen; virility; fire; glory; fame; sharpness; victory.
181,Jitkamānā,v.,fail in strength or spirit; become weak.
181,Jitkamey denā,v.,humble down; reduce power or strength; weaken; dilute.
181,Jit garānā,v.,carry one self with a lofty air; be defiant or have a defiant look; show strength on spirit; display haughtiness; be proud.
181,Jitdehgānā,v.,show haughtiness or spirit or strength; carry thing with or high hand.
181,"Jityā, jidi",a.,spirited; vigorous; powerful; energetic; glorious; splendid; strong; proud; victorious; won; triumphant; successful.
181,Jityā rejyā,n.,conquered kingdom.
181,Jid,n.,insistence; importantly; abstinacy.
181,Jidgarānā,v.,compete; contend; insist.
181,Jiddharānā,v.,be obstinate; insist on; urge on.
181,Jidājityā,a.,competitive; contesting; n. compitition.
181,Jidājityā gachyā,a.,contested.
181,Jidājidi,n.,continual urging or pressing.
181,Jidājidi,n.,competition; contest; rivalry.
181,Jidājidi garānā,v.,compete with; contend with.
181,Jidājidi gari,ad.,competitively.
181,Jidājidi gariyā,n.,competitor; rival; contesting.
181,"Jidājidi chhārhā, jidneyā",a.,unrivalled.
181,Jidānā,v.,win; conquer; vanquish; over come.
181,Jidi,a.,adamant; unyielding.
181,"Jidi, jidee, jidiyā, jidonee",n.,persistent; competitor; rival; victor; conquerer; winner; one who wins in a contest.
181,Jidilanā,v.,be crowned with success; be won.
181,Jidiydenā,v.,cause to win or to be victorious.
181,"Jidee, jidiyā",a.,hostile; inimical; antagonist; rival; opposite; persistant; stubborn.
181,Jidhu,n.,father’s elder brother; paternal uncle; farther of one's grandfather or grandmother
182,Jin,v.,to win; winning attitude.
182,Jinani,n.,winning; conquest; victory; triumph.
182,Jinānā,v.,win; conquer; beat an enemy; overcome; vanquish; get over.
182,Jinyā,a.,won; overcome; conquered; victorious.
182,"Jinis, jinish",n.,thing; article; goods; commodity; merchandise; substance.
182,Jinispatra,n.,goods; articles of trade; bag and baggage; belongings.
182,Jiniyā,n.,winner.
182,Jindā,a.,alive; living; having life.
182,Jindābād,ind.,long live.
182,Jindigi,n.,life.
182,"Jib, jeeb",n.,creature; animal; organism; life; existence; soul; livelihood.
182,Jibanat,a.,living; live; in life.
182,Jeeb chhārhā,a.,desolate; lifeless; dead.
182,Jeebjagat,n.,animal world; animal kingdom.
182,Jibjānoyār,n.,living creature; animals.
182,Jeebatadārak,n.,secret of animal life; zoology; biology; natural history of animal.
182,Jeebtadārakyā,n.,zoologist; biologist.
182,Jeebbali,n.,animal sacrifice.
182,Jeebbidyār,a.,zoological; biological.
182,Jeebmukti,n.,liberation from physical bondage; detachment from worldly affairs.
182,Jeebānu,n.,microbe; germ.
182,Jeebānu pareekkā goriyā,n.,bacteriologist.
182,Jeebānu bidyā,n.,bacteriology.
182,Jeebrā,n.,zebra.
182,Jimbā,n.,custody; charge; care; service.
182,Jimbā garānā,v.,place in the custody or commit to the care or entrust to.
182,Jimbādār,n.,custodian; keeper.
182,Jimbādāri,n.,custodianship.
182,Jimbe,ad.,in the custody of; in care of.
182,Jirā,v.,to take rest.
182,Jirā,n.,cumin seed.
182,"Jirānā, jirenā",v.,take rest; rest; relieve; refresh oneself.
182,"Jiren, jirān",n.,rest; interval; intermission; repose; pause; ease; cessation of labour.
182,Jirendenā,v.,give rest; cease; stop
183,"Jirenlanā, jirenā",v.,take rest; rest.
183,"Jirenyā, jireiyā",n.,traveller; passer by; way farer.
183,Jirānyā ghar,n.,hotel; restaurant.
183,Jireni kāl,n.,time for rest; leisure; time for recreation.
183,Jireni dinyā,n.,rest day; holiday.
183,Jireni gar,n.,rest house; circuit house; lodge.
183,Jirena halā,n.,resting place; place of rest.
183,Jil,n.,tongue.
183,Jilkāmārānee,v.,loll out one’s tongue; bite one’s tongue.
183,Jil bhenhānā,v.,scrape the tongue at; make faces.
183,Jila mādhā,n.,tip of the tongue.
183,"Jilā, jelā",n.,district.
183,Jilā jadhādal,n.,district party or union.
183,Jilā parisdad,n.,district council.
183,Jilā bijerak,n.,district magistrate.
183,Jilik,n.,brightness; lustre; shrill; tone or voice.
183,"Jilik jālāk, jilik bilik",a.,very bright; glowing; sparkling; flashy.
183,Jilabi,n.,kind of sweet meat.
183,Jilebir pedhā,n.,duplicity; trickery; crookedness; engularity.
183,Jiyey uthyā,a.,come alive; brought back to life.
183,"Jiyey udhānā, jiyey tulānā",v.,bring to life again; revive; vivify; reanimate.
183,Jiyey rāghānā,v.,keep alive and fresh; keep in force.
183,Ju,n.,opportunity; chance; expedient; occasion; convenient time; advantage; fit or proper time; process; system; method; mode; fashon; style; way; line; custom; manner.
183,Ju-u,ind.,to pay respect.
183,Juck,n.,leech; a blood sucking worm.
183,Jukkā,v.,be ready.
183,Jukkol,n.,arrangement; preparation; make; training; manufacture.
183,Jukkol garānā,v.,prepare; arrange; make; build; construct; compose; put in order.
183,Jukkolyā,a.,arraged; prepared; ready; mature; ready made; fit for immediate use; manufactured; clever; ripe.
183,Jugarani,n.,making chance or advantage.
183,jagarānā,v.,make chance or advantage.
184,Jugari,ad.,methodically; systematically.
184,"Jugareyā, jugachyā",a.,convenient; advantageous.
184,"Jugor, jugol",n.,collection; supply; supplying; means; procurement; preparations; recruitment; mass; compilation.
184,"Jugolgachyā, jugolyā",a.,collected; supplied; secured; furnished; compiled; prepared; provided; recruited; made.
184,Jugol garānā,v.,compile; collect; recruit; gather; procure; prepare; to make.
184,Jugol garidenā,v.,supply; secure; find for.
184,Jugal gariyā,n.,supplier; collection; provider.
184,Jugol gareyā,a.,energetic; enterprising; securing; pushing; supplying.
184,Jugol denā,v.,give supply; provide; supply; furnish.
184,Jugol jhantar,n.,arrangements; preparations.
184,Jung,n.,hidden treasure jar; big earthen jar.
184,Jungol,n.,yoke.
184,Juch,a.,restrained; gentle; calm; still.
184,Juch gari,ad.,gently; calmly; silently; quietly.
184,Juju,n.,joining of the hand for greeting salutation; welcome.
184,Juju garānā,v.,salute or greet with the joining hand.
184,Jut,a.,favourable; convenient; advantageous; suitable.
184,Jutgeiyā,n.,opportunist.
184,Jutgeyā,a.,getting down the system.
184,Jutulanā,v.,systematise; reducing to a system.
184,Jutulani,n.,systematising; reducing to a system.
184,Jun,n.,moon; June.
184,Jun pahr,n.,moonlight.
184,Junpahr red,n.,moonlit night.
184,Junpahre pahr,a.,moonlight; full of moonlight; gleaming in moonlight.
184,"Junee, juni",n.,firefly; glow worm; lighting insect.
184,Jupānā,v.,get chance; get opportunity.
184,Jupāni,n.,getting chance.
184,Jupeyā,a.,happening by chance; got chance.
184,Jumārani,n.,getting down the system.
184,Jumārānā,v.,get down the system.
184,Jumāreyā,a.,got down the system.
184,Jumor,n.,palmleaf cover of the head tap.
184,"Jummo, jummayā",n.,hilly peasant
185,Jur,n.,strength; power; force.
185,"Jura, juro",a.,cold; cool; fresh; gentle.
185,Jurgapek,n.,nightingle.
185,Jur garani,n.,oppression; application of force; violence.
185,Jur garānā,v.,force; compel.
185,"Jur garinei, jurdinei",ad.,by force; violently using force; firmly; putting pressure.
185,Jurgariyā,n.,force applier.
185,Jurga,n.,kind of triangular basket for placing water jar.
185,Jurgi,a.,curl of hair of the ear.
185,"Jurchyā, juchyā, jurithayā",a.,occupied; affixed.
185,Jurajuri,n.,affixing with each other; mutual engagement.
185,Jurdenā,v.,help; emphasize; strengthen; be come severe or emphatic.
185,"Jurānā, juroahnā",v.,become cold; be pacified.
185,"Jurani, juragarani",n.,coldness; chilliness; dulness; apathy; cooling; reposing; growing cold; making calm.
185,Juri,n.,kind of musical instrument.
185,Jurithanā,v.,be occupied; be affixed.
185,Jurithānā,v.,occupy; affix; mate.
185,Juridenā,v.,set about; begin; affix; unite.
185,"Juri rāghani, jurani",n.,occupying; affixing; annexing.
185,"Jurirāghānā, juranā",v.,occupy; affix; over spread; annex; yoke; solder.
185,Juriyā,a.,affixer; occupier.
185,"Jurce, jureeh",n.,slopping portion of a hill; foot of hill; a narrow valley; glen.
185,Jureeh hulung,n.,valley; vale; dale.
185,Jureyā,a.,cooling; refreshing; cooled; refreshed.
185,Juroālu,n.,yam.
185,Jurogarānā,v.,comfort; pacify; cool; subdue; quell; appease.
185,Jurogujob,a.,cool tempered; mild; gentle; n. gentle temperament; mild disposition.
185,Jurosuoyā,a.,able to bear cold.
185,Julāi,n.,july (the seventh month of the English calender).
185,Jurh,n.,joint; joining; clasping; fostering; a. pair; married couple; union; a even mate; companion.
185,Jurhkalam,n.,graft.
186,Jurhgarānā,v.,join; fold; pair.
186,Jurhbānānā,v.,unite; pair.
186,Jurhbhāngānā,v.,sever; separate; disunite; uncouple.
186,Jurhmilānā,v.,cause to pair.
186,Jurhlāgānā,v.,join; unite; mate; pair.
186,Jurhānt,n.,folded hands.
186,Jurhāhde,ad.,with folded hands.
186,Jurhāhtyā,a.,being with folded hand.
186,"Juyā, juhārā",n.,gambling; play at dice; play on card in exchange of money.
186,Juyār bhādā,n.,tide.
186,"Juyāree, juhārāhoiyā",n.,gambler.
186,Juhārāhanā,v.,gamble.
186,Jegad,n.,elder sister of one’s wife.
186,Jegadee,a.,being the elder sister of one’s wife; related to elder sister of one’s wife.
186,Jeth,n.,jeth; second month of the Chakma calender.
186,"Jet, jyet",a.,superior; oldest; first born; prominent; best; elder; senior.
186,Jettā,n.,father’s elder brother.
186,Jettāput,a.,cousin; the child of an elder brother of one’s father.
186,Jettāput bhei bon,n.,brother and sister of one’s father’s elder brother.
186,Jetpua,n.,eldest son.
186,Jet bhei,n.,eldest or elder brother.
186,Jedā,a.,living; alive; existing; obvious; active.
186,Jedā akta,n.,life time; period or duration of life.
186,Jedā ājā,n.,love of life; hope of living.
186,Jedābāde,ad.,livingly; actively; with alive obviously.
186,Jedā lakken,ad.,during the life time.
186,Jedei,n.,aunty; aunt.
186,Jedengā,n.,elder sister of one’s mother; wife of father’s elder brother.
186,Jedhenā,n.,millet.
186,Jep,n.,pocket.
186,Jep puāt,ad.,in the pocket.
186,"Jem, jyem",n.,jaw.
186,Jyāmiti,n.,geometry.
186,"Jyamiti gari, pariyā",n.,geometrician; a. versed in geometry.
186,Jyamitir,a.,geometrical.
186,Jer,a.,back; hint part; after; afterwards; subsequently; behind; following; westward; in the west
187,Jer jabānee,n.,conclusion; final word.
187,Jerparānā,v.,fall back; lag behind.
187,Jer felānā,v.,post-pone; drive back.
187,Jerbār,n.,next time.
187,Jerbo,a.,lagging behind; receding; retreating; desisting; latest; latest grown.
187,Jerāh,n.,cross examination; debate; argument.
187,Jerāh gachyā,a.,urged; cross examined.
187,Jerāh garānā,v.,cross examine; debate.
187,Jerāh goriya,n.,debator; cross examiner.
187,Jere,ad.,behind; afterwards.
187,Jere jere,ad.,afterwards; subsequently.
187,Jerendi,ad.,at last.
187,Jel,n.,jail; goal; prison.
187,Jel khādānā,v.,work as a convict or prisoner.
187,Jelkhānā,n.,prison house; jail.
187,Jelat thānā,v.,be in a jail.
187,"Jelatdenā, jelat pādhānā",v.,sent to jail.
187,Jelatjhānā,v.,be send to prison; be confined in a jail.
187,Jeladārogā,n.,jailor.
187,Jelahnā,v.,be jailed; be sentenced to imprisonment.
187,Jelā,n.,district.
187,Jelā jadhādal,n.,district party or union.
187,Jelā parisad,n.,district council.
187,Jelā bijerak,n.,district magistrate.
187,Jorān,n.,composition; essay; fabrication; creation; decoration (of the hair); orderly arrangement (of parts); stringing (of flowers); array (of troops).
187,Jorān kābil,n.,style of writing; skill in composition; method of arrangement.
187,Jorān sudam,n.,method of writing; mode of composition.
187,Jorānā,v.,compose; arrange; make; fabricate.
187,Jorāni,n.,making; composing.
187,Jorājāy,a.,fit to be arranged or written or composed.
187,Joreiyā,n.,author; composer; maker.
187,Joreyā,a.,composed; arranged.
187,Jyor,n.,wave; flood; tide; high or flow tide miller.
187,Jyorbhādā,n.,tide; ebb and flow.
187,Jol,n.,tumult; noise; uproar; confusion; disorder; complication; quarrel
188,Jolgarani,n.,noiseness; quarreling; intricating.
188,Jolgarānā,v.,make a noise; disorder.
188,Jolgorinei,ad.,noisely.
188,Jolgoriyā,n.,noiser.
188,Jonchhārā,a.,noiseless; silent.
188,Joljolyā,a.,very bright; glittering; sparkling; glowing.
188,Joljolyā garānā,v.,glare; glitter; sparkle; shine; glean.
188,Jolyā,a.,burning; flaming; blazing; glowing.
188,"Jolyā, jolā",n.,reservoir of water; pond; tank.
188,Jolyā āgun,n.,blazing fire; burning or flaming fire.
188,Jolyā ahrage,a.,in burning letters; in letters of fire; in bright letter.
188,"Jolo bājāha, jol gachyā",a.,quarrellsome; intricate; complicated; noisy; clamorous.
188,Joyān,n.,adult; young man; strong man; soldier.
188,Joyānyā,a.,strong; young.
188,Joyānyā marad,n.,strong and handsome youngman.
189,Jhāk,n.,danger signal; alarm frightening.
189,Jhāk pānā,v.,be come aware; be awared; be alarmed.
189,Jhāk parānā,v.,get danger signal; bewilder.
189,Jhak jhakyā,a.,shining; luminous; lustreous; sparkling; glittering.
189,Jhag jhag,n.,lustre; brightness; glitting.
189,Jhag jhag garānā,v.,glitter; shine; glare; sparkle; shine brightly.
189,Jhag jhagāni,n.,splendour; glare; lustre; brightness.
189,Jhaglā,a.,with out juice or eatable materials.
189,"Jhatjhāt, jhatpat",ad.,quickly; fast; speedy; instantly; smartly; apace; n. flapping (of wings); hurry; haste.
189,Jhatpat garānā,v.,flap; make haste; chase.
189,Jhagpat gori,ad.,in a hurry; hurry; scurry; being in haste.
189,Jhat patāni,n.,hurry scurry; flapping.
189,Jhan jhani,n.,bangle; rattle.
189,Jhan jhanānā,v.,buzz; jingle.
189,Jhannāl,n.,fountain; spring; waterfall; trickling down of water.
189,Jhannāl kalam,n.,fountain pen.
189,Jhanāt jhanāt,n.,jingling or cattering sound; clanging.
189,Jhanāt jahanāt garānā,v.,clang; ache.
189,Jhabāt,ind.,word denoting a splash.
189,Jhabāt jhabāt,a.,splashing.
189,Jhabāt jhabāt garānā,v.,splash.
189,Jhamjham,n.,orderliness; method; neatness.
189,Jhamjhamyā,a.,oderly; methodical; excellent; neat.
189,Jhamoli,n.,kind of ear ring.
189,Jhar,v.,to drop.
189,Jharchyā,a.,oozed; dropped; trickle.
189,Jharjharchyā,a.,split; cracked; perforated; ragged; tattered; clean; neat; worn out; thread bare; arid; out of repair.
