Page,Romanized Chakma,pos,English translation
100,Kulye,a,situated on the bank or coast.
100,kuleyā,a,crossed; got through; succeded.
100,Kulo,n,winnowing fan.
100,Kulo kājā,a,disadvantage; waste; non sufficient.
100,Kushāsak,n,bad ruler; mal or bad administrator.
100,Kushāsan,n,mis-administration; misrule; mis-government.
100,Kushree,a,ugly; evil looking.
100,Kusangaskār,n,superstition; untauchibility.
100,Kusaban,n,bad dream.
100,Kusaban deghānā,v.t,dream a bad dream.
100,Kusamār,n,evil company; bad friend; maleassociation.
100,Kusān,n,ugly shape; not beautiful to see.
100,Kuhu,n,note or call of a cuckoo.
100,Kuhen,a,bad time; inauspicious time.
100,Kuhene,ad,in an inauspicious time or bad time.
100,Kuyā,n,well; water point or tank.
100,Kuyāch,a,easy; skill; tactfull.
100,Kuyāch garānā,v.t,practise; habituate; exercise.
100,kei,n,moss; lichen; algae.
100,Keiyā,n,body.
100,Kekkarak shāk,n,a kind of vegetable.
100,Kekkere kyck,n,cock's crow.
100,Kegar,n,squint; crooked eye.
100,Kegerā,n,squint eyed; crooked eyed.
100,Kegaree,n,fem. see Kegerā.
100,Kengar bengar,a,crooked; bent; zigzag; winding.
100,Kengerec,ad,how; in what manner.
100,kengolee,n,elbow.
100,Kech,n,hair.
100,Kech chuā,n,earth worm.
100,Kech neiyā,a,hairless.
100,Kecchyā,a,cleaned; rubbed; polished.
100,Kej,v.t.i,to rub; polish; clean.
100,Kej kumoree,n,a kind of flying green insect.
100,Kejchyā,a,throughly scrubbed.
100,Kejani,n,throughly scrabbing.
100,Kejā,a,throughly scrubbed.
100,Kejānā,v.t.i,clean; polish; rub.
100,Kejiyā,n,one who cleans.
100,kejh kejānā,v.t.i,chatter.
101,Kejh kejāni,n.,chattering.
101,Kejhān,ad.,how; by what means.
101,Ket,n.,side; border; lean; incline.
101,Ket ketyā,n.,a kind of big bird.
101,Ket ketyā gulo,n.,green melon.
101,Ket garānā,v.t.i.,make incline; make down.
101,Ketāli,n.,kettle.
101,Ket ahnā,v.t.i.,heel over; lean.
101,Ketyāy,ad. & ind.,why; for what; n. direction; side; toward.
101,Ket tārāng,n.,a kind of tree.
101,Kedā,n.,torn piece of cloth.
101,Kedāktuk,n.,the thimber or bamboo given to support the house.
101,Kedāfal,n.,a kind of bitter fruit; beautiful but meritless person or woman.
101,Kedi,a.,unhealthy; thin man.
101,Kedek kedek,ind.,a continuous laughing; word for exciting laugh.
101,Kedek kedek ājānā,v.t.i.,laugh after an exciting.
101,Keder keder,n.,amatory; exciting; agitation.
101,Keder keder garānā,v.t.i.,make amatory quarrel; disturb.
101,Ken kenyā,a.,peevish; fretful.
101,Kendra,n.,centre.
101,Kendrat,a.,at the centre; placed in the centre; brought into the centre.
101,Kendra thal,n.,centre; capital; headquarters.
101,Kendrar,a.,central.
101,Kendra shāsan,a.,administered by the centre.
101,Kendrio,a.,central.
101,Kendriyo sarkār,n.,central government.
101,Kensān,ad.,how; by what means.
101,Ken sānyā,a.,of what kind; of what sort.
101,Kenā,n.,revenge; action against; spite.
101,Kenā uguranā,v.t.i.,take revenge; retaliate.
101,Kenā ugureyā,a.,revenged; retaliated.
101,Kenā bānyā,a.,desired for revenge.
101,Kenā bānānā,v.t.i.,desire for revenge.
101,kenāh,a. & n.,wild; rustic; uncivil; rude.
101,Kenāh sugar,n.,wild hog.
101,Kenih sugar,n.,wild female hog
102,Kene kene,ad.,any how; by some means or method.
102,Kep,n.,cape.
102,Kebā,n.,circle.
102,Kebāng,n.,orts; fragment of a food.
102,Kebār,n.,lock system of a door or window.
102,Kebār mārānā,v.t.i.,shut or lock-up the door or window.
102,Kem,n.,broken piece of a bamboo; cane.
102,Kem kattā,n.,see Kem.
102,Kemerā,n.,camera.
102,Ker ker,a.,chirpy; cheerful.
102,Ker kerana,v.t.i.,chirp; chatter; screech.
102,Kerang,a.,unsteady; restless; fickle.
102,Kerang chalānā,v.t.i.,become perturb; vacillate.
102,Kerangyā,n.,half brain man; restless man; perturb man.
102,Kerangee,n.,fem. half brain woman; restless or perturb woman.
102,Kerā,n.,a kind of snail.
102,Kerāni,n.,clerk.
102,Kerāp,n.,trap (made of bamboo).
102,Kerāsin,n.,kerosine oil.
102,Kereng gāl,n.,quarrel.
102,Kereng-galyā,a. & n.,quarrel some; disputed.
102,Kerengā,n.,epilepsy; syncope.
102,Kerengā-peerhlyā,n.,epileptic.
102,Kered,n.,cane.
102,Kellā,n.,fort; castle.
102,Kelye,ad.,tomorrow; yesterday.
102,Kelye āngul,n.,little finger.
102,Kelyer,a.,of yesterday; of tomorrow.
102,Kelongee,n.,elbow.
102,Koach,n.,love; pleasing; good; fair.
102,Koachar,a.,loving; affectionate.
102,Koi,pron.,where; in which place.
102,Koi thanā,v.,tell before hand.
102,Koi thayā,a.,told before hand.
102,Koi dyā,a.,disclosed; informed.
102,Koi denā,v.t.,tell; inform; express; relate; disclose; complain.
102,Koidhyā,n.,snake guard.
102,Koi felyā,a.,revealed; disclosed; uttered.
102,Koi felānā,v.,reveal; disclose; express; complain.
102,Koi māch,n.,kind of fish.
102,Koiyā,n.,speaker; teller; orator
103,kok kereng,n.,a kind of long edge basket.
103,Kokil,n.,cuckoo.
103,Kokilā,n.,female cuckoo.
103,Kogeyā,n.,papaw.
103,Kogoi,n.,woman’s gown or coat.
103,Koch pānā,v.t.i.,love; like; affectionate.
103,Kochpānātyāy,ad.,for the sake of love; for loving.
103,Kochpānār nijeni,n.,token of love; symbol of love.
103,Koch pāhpi,n.,love each other.
103,Koch peyā,a.,loved; affectioned.
103,Kochyā,n. & a.,young; tender; fresh; new; recent; juvenile.
103,Kochyābee,n.,young girl; loving girl.
103,Kochyāmarad,n.,young boy; loving boy.
103,Kochyāmile,n.,young girl; loving girl.
103,Kojjyā,n.,quarrel; dispute; altercation.
103,Kojjyāgarānā,v.t.,quarrel; altercate.
103,Kojjyā bājhānā,v.t.,stire up a quarrel; pick-up a quarrel.
103,Kojjyā tagānā,v.i.,prepare the ground for quarrel.
103,Kojjyā thāmānā,v.t.i.,settle a dispute.
103,Kojeiyā,n.,one who fold or plait into a tuck.
103,Kojey,n.,wrist.
103,Kojeyā,a.,folded or plaited.
103,Kojey hāru,n.,wrist let.
103,Kojoi,n.,an article or thing to be used to purity.
103,Kojoi pāni,n.,pure water; purification after delivery.
103,Kojolyā,a.,infortunate; self-will.
103,kojoli,n.,earnest request; request; solicitation.
103,Kojoli garānā,v.t.i.,request; solicit; entreat.
103,Kojoli garchyā,a.,requested; solicited.
103,Kojoliyā,ad.,at the request of; for the sake of.
103,Kodor,n.,pigeon.
103,Kodoree,n.,female pigeon.
103,Kobul,n.,promise; agreement; confession.
103,Kobul gachyā,a.,promised; confessed.
103,Kobul garānā,v.t.i.,promise; confess; agree.
103,Kobul juab,n.,straight answer; agreement; promise bound.
103,Kobul bhāngānā,v.t.,breach of promise.
103,Kom,v.t.i.,(I will) say or tell.
104,Komoreng puk,n.,chrysalis.
104,Kor,n.,germination.
104,Kor udanā,v.t.,germinate; proute.
104,Kor uiyā,a.,garminated.
104,Korkori beng,n.,toad.
104,Kor kochyā,a.,over fried; over grown.
104,Korbo,n.,pickle; sauce; condiment.
104,Korā,v.t.i.,make piece; scratch out.
104,Korānā,v.t.i.,the act of making powder or piece of anything.
104,Koreiyā,n.,one who makes piece of anything.
104,Koreyā,n.,frying pan.
104,Korey denā,v.t.i.,cause to make piece or powder.
104,Korolyā,a.,sandy.
104,Koroli,n.,sand.
104,Kol,n.,quarrel; dispute; contraversy; lawsuit; wrange.
104,Kolgi,n.,bowl of a hooka (which hold tobacco).
104,Kolneyā,a.,undisputed; uncontroversial; unquestionable.
104,kolpedeyā,n.,one who makes ground for quarrel.
104,Kol bājhānā,v.t.,quarrel; dispute; fight.
104,Kolbājhābājhi,n.,quarrel or dispute each other; mutual dispute of quarrel.
104,Kolbājheyā,n.,quarrel some; litigant.
104,Koli,n. & a.,miser; misery.
104,Kolikāl,n.,fourth or the present age of the world; iron age.
104,Kolikālyā,a.,of iron age.
104,Kolijā,n.,liver; bossom; heart.
104,Koloi,n.,grain; seed; corn; molecule; atom.
105,Khyati,n.,harm; loss; damage; mischief; injure; decline; decay.
105,Khyati garānā,v.t.i.,harm; injure; cause to loss.
105,Khyatiney,a.,harmless; no harm.
105,Khyati puron,n.,compensation; payment of damage.
105,Khyatipuron garānā,v.t.i.,compansate; indemnify.
105,Khyatipuron denā,v.t.i.,give compensation.
105,Khyati ahnā,a.,sustain or injured; be harmed or injured.
105,Khyati oyā,a.,harmful; injurious.
105,Khyatri,n.,man of the war caste.
105,Khyatrijāt,n.,warrior caste.
105,Khyamatā,n.,strength; might; power; ability; capacity.
105,Khyamatā neyā,a.,powerless.
105,Khyamatā peretyā,a.,power loving.
105,Khyamatā balā,a.,powerful; strong; empowered.
105,Khyamā,n.,pardon; forgiveness; forebearance.
105,Khyamā gachyā,a.,forgave; excused; forgiving.
105,Khyamā garānā,v.t.,forgive; excuse; perdon.
105,Khyamā chānā,v.t.,ask for forgive or pardon.
105,Khyamā cheyā,a.,apologized; n. one who asks for forgiveness.
105,Khyamādenā,v.t.i.,forbear; excuse.
105,Khyamā māgānāh,v.t.,beg pardon; ask for forgiveness; apologise.
105,Khyamā māghani,n.,asking for forgiveness.
105,Khyamā bar,n.,forgive and blessing.
105,Khyay,n.,decay; loss; waste; decrease; corrosion; destruction; end; deduction.
105,Khyay garānā,v.t.i.,waste; decay; loss; deduct.
105,Khyayrug,n.,phythisis; consumption of the lungs.
105,Khyayrugee,n.,tuberculous patient.
105,Khyay ahnā,v.,waste; decay; erote; deduct; ruin; loss.
105,Khyay oyā,a.,decayed; lost; eroted; ruined.
106,Gang,n.,going; moving; march; movement; motion; direction; swift.
106,Gang thāmani,n.,blockade of motion; control or stop the motion; stoppage or brake the motion.
106,Gang thāmānā,v.,stop or arrest the motion.
106,Gang thāmey denā,n.,stoping or arresting the motion.
106,Gang bal,n.,power of motion.
106,Gang balā,a.,dynamic; kinetic.
106,Gang bidyā,n.,dynamics.
106,Gang machyā,a.,unable to move; decrease of motion; resourceless.
106,Gang marā,a.,weak in motion; unable to move.
106,Gangar,a.,dynamic; kinetic.
106,Gangalānā,v.,spread out; spread; propagate.
106,Gangalāni,n.,spreading; propagating.
106,Gangaleyā,a.,spread; propagated; n. spreader; propagator.
106,Ganghārā,a.,motionless; stagmants; resourceless.
106,Gangā,n.,the Ganges; the river; the water.
106,Gangāt,a.,in the river.
106,Gangāt denā,v.,to sacrify or victimise in the river or in respect of the Goddess of water.
106,Gangāmā,n.,the Goddess of water.
106,Gangar,n.,curret; water course; stream; channel; water.
106,Gangār neyā,a.,currentless.
106,Gangār pānee,n.,river water; flowing or current water.
106,Gangāree,n.,river; stream; brook.
106,Gangāree balā,a.,strong current of water.
106,Gangāre,ad.,to the water; of the water.
106,Gangāre bhāji jhānā,v.,drift down the stream; float with the water current.
106,Gange,ad.,of motion; of the motion.
106,Gange gange,ad.,without changing the motion; during movement.
106,Gangey,n.,proceeding.
106,Gangey jhānā,v.,proceed.
106,Gangey jheyā,a.,proceeded.
106,Gachyā,a.,performed; done; made; built; applied; practised; effected.
106,Gachyānā,v.,lay down.
106,Gachyā pachyā,a.,laid down; lying; rest.
107,Gachyā parhani,n.,lying down.
107,Gachyā parānā,v.,lay down.
107,Gachchey felānā,v.,lay flat.
107,Gachchey jhānā,v.,roll down.
107,Gaj,n.,yard; foot rule; crowd; multitude; gauze.
107,Gaj gachyā,a.,murmmering; buzzing; fuming.
107,Gaj gaj,n.,murmur; mutter.
107,Gaj gaj garānā,v.,utter a murmur; grumble; boil with angry; smoulder with rage.
107,Gaj garānā,v.,crowed.
107,Gajar,n.,cluster; bunch; bundle; tuft.
107,Gajar gajar,a.,bunchy; a lot of; heap of.
107,Gajar gachyā,a.,clustered; bunched; bundled; fasciculated (root); aggregate (fruit).
107,Gajar garānā,v.,bunch; bundle; cluster; tuft.
107,Gajal,n.,lyric song; musical tune.
107,Gajā gajāh,n.,family; clan; race; kin.
107,Gayā gasyā,a.,crowded.
107,Gajā gasyā garānā,v.,crowd.
107,Gajar,a.,of the same clan.
107,Gajāhānā,v.,persuaded one to rake; hyand over.
107,Gajehyā,a.,entrusted; handed over; placed in one's custody.
107,Gajhak,n.,mis appropriate.
107,Gajhakyā,n.,grabber.
107,Gajhak garānā,v.,grab.
107,Gajhey denā,v.,entrust to another care; deposit; store.
107,Gat,n.,music; note of music.
107,Gat tanā,n.,throat; neck.
107,Gat-tanā chibidenā,v.,throttle; strangle; choke.
107,Gat-tanā peerha,n.,quincy.
107,Gat-tāl,a.,whole; entire; unbroken; undivided.
107,Gat-tāl gtāl,ad.,in unbroken form.
107,Gattāl kayek-kua,a.,some unbroken number; some afew.
107,Gad,n.,musical tone or note song.
107,Gad-gad,a.,raptured; fascinated; tranced.
107,Gad-gadānā,v.,chock.
107,Gadya,n.,prose.
107,Gadā,a.,whole; entire; all; complete; n. everything.
107,Gadā dinno,a.,all day long.
107,Gade-gade,ad.,individually; one by one.
107,Gadhā,n.,dam; dyke; enbakment; enclosure; binding; barrage
108,Gadhā bānānā,v.t.,dam.
108,Gan,n.,number; multitude; party; group; company; class; flock; kind; public.
108,Gana āndolan,n.,mass movement.
108,Ganakyā,n.,astrologer; foreteller; fortune teller.
108,Gana chelā,n.,company commander.
108,Gana jāguluk,n.,mass rising; mass up heave.
108,Ganji,n.,guernsey
108,Gandagul,n.,noise; uproar; disturbance; disorder; complication; quarrel.
108,Gandagul garānā,v.,make a noise; quarrel.
108,Gandagulyā,a.,complicated; intricated; quarrel some.
108,Gandā,n.,rhinoceros.
108,Gandi,n.,counting; reckoning; enumeration; computation; calculation.
108,Gandi garānā,v.,count; enumerate.
108,Gannyā,a.,calculated; counted; computed; reckoned; numbered; enumerated; divided; regarded.
108,Ganani,n.,enumeration; calculation; counting.
108,Ganaparishad,n.,constituent assembly.
108,Ganā,v.,count; compute; calculate.
108,Ganāguni,n.,counting; mutual calculation.
108,Ganānā,v.,see Ganā.
108,Ganāni,n.,see Ganani.
108,Ganājhāy,a.,calculable; enumerable; countable; to be considered.
108,Ganit,n.,mathematics.
108,Ganitak,n.,mathematician; accounts.
108,Ganitak bidyā,n.,accountancy.
108,Ganit jānyā,a.,versed in mathematics.
108,Ganit bidyā,n.,science of mathematics; mathematics.
108,Ganitar,a.,mathematical.
108,Gap,n.,gossip; story; tale; chit-chat.
108,Gapchhap,n.,chit-chat.
108,Gapchhap garānā,v.,tattle; gossip.
108,Gapdiyā,n.,tale-teller; gossip.
108,Gapdenā,v.,tell a story; chit-chat; gossip.
108,Gappuā,a.,talkative; garrulous; given to chit-chat.
108,Gab,n.,wildox.
108,Gabar,n.,cow-dung.
108,Gabpyā,a.,abusing.
109,Gabā,n.,reproach; censure; curse; abusive language; imprecation.
109,Gabāgabi,a.,abuse; reproach each other.
109,Gabānā,v.,abuse; censure.
109,Gabāhānā,v.,be abused.
109,Gabāheyā,a.,abusing.
109,Gabiyā,n.,one who abuses.
109,Gabheen,a.,deep; bottomless; profound; solemn; grave; difficult; steady; thick; dense.
109,Gabheenyā,n.,depth; profundity; gravity; hollowness.
109,Gam,a.,good; excellent; well; proper; fair; pleasing; honest; healthy; n. wheat.
109,Gam aktha,a.,good time.
109,Gamkanāh,v.,speek well of.
109,Gam garānā,v.,do good; improve; heat; cure.
109,Gam gari,a.,well; rightly.
109,Gam chalānā,v.,run well; run smoothly.
109,"Gamchānā, deghānā",v.,see well; like; choice.
109,Gamthānā,a.,be in good health.
109,Gambha,ad.,why.
109,Gambhānyāy,a.,good and bad.
109,Gambheechyā,n.,grave nature; gravity; solemnity.
109,Gamanā,v.,come round.
109,Gamhānā,n.,eat and drink choice things; eat much.
109,Game,a.,in good condition; clearly; promptly.
109,Game game,a.,some how; in some way or other; without any harm.
109,Gamegareyā,a.,strategic; strategical; well planned.
109,"Game dāle, dole",ad.,excellently; well and good; fairly; in a good manner.
109,Gar,v.,to do.
109,Garak,n.,propriator; protector; guard; keeper; cowboy.
109,Garakyā,a.,rustic; like a cowboy.
109,Garach,v.,(you) do; compell.
109,Garach garaj,a.,interest; necessity; need; motive; purpose; cause; reason; object; business.
109,Garach bārhā,a.,more then enough; unnecessary; superplus.
109,Garach majim,a.,satisfying or supplying need.
109,Garchyā,v.,have done; did.
109,Garachyāmi,n.,necessary or need; utility; serviceable.
109,Garchyong,v.,(I) have done; did.
109,Garchyoch,v.,(you) have done; did.
109,Garchhang,n.,a kind of the tree and its oil or gum
110,Garanichclā,n.,head of an office.
110,Garbā,n.,pride; vanity; boasting.
110,Garbā gachyā,a.,proude; vain; arrogant; conceited; vain-glorious.
110,Garbā garānā,v.,pride; boast.
110,Garba bhangidenā,v.,humiliate; humble one's pride.
110,Garbā,n.,guest; visitor; strangs.
110,Garbā kudum,n.,fatherly or metherly relation.
110,Garbā ghar,n.,guest house.
110,Garbā lobiyadee,a.,hospitable.
110,Garbā lobiyad garayā,n.,hospitable man; host.
110,Garam,n.,heat; warmth; pride; temps; hot temper.
110,Garam kadhā,n.,high words; arrogant rumours.
110,Garamkāl,n.,summer; hot weather.
110,Garam kābar,n.,winter or warm clothing.
110,Garam gachyā,a.,heated; hot; warm; passionate.
110,Garam garānā,v.,heat; warm.
110,Garam chhuthee,n.,summer vacation.
110,Garam masalā,n.,fragrant spices.
110,Garam mādhā,a.,hot tempered; hot headed.
110,Garami,n.,venereal disease.
110,Garmil,n.,disparity; want of union; disagreement; miscalculation.
110,Garam habar,n.,latest news.
110,"Garaha, graha",n.,planet; grasp; ill-luck; calamity; misfortune; suffering; hold; seizure; reception; understanding.
110,Garaha bidyā,n.,astronomy.
110,Garahaved,n.,astronomy.
110,Garahar,a.,planetary.
110,Garayā kābidyāng,n.,secretary.
110,Garayā chelā,n.,head clerk; assistant.
110,Garayā mua kābidyāng,n.,chief secretary.
110,"Garā, garchyā",a.,performed; done; made; built; applied; practised; effected.
110,Garāch garānā,v.,swallow; devour; eat up; eclipse; appropriate to one self.
110,"Garāch gareyā, garāch gachyā",a.,swallowed; eclipsed.
110,Garānā,v.,do; make; perform; act; effect; build; apply; workout; practise
111,Garājhāy,a.,to be done; practicable; necessary; fit; fit for matrimonial alliance.
111,"Garāni, garani",n.,performing; doing (of anything); making; instrument by which something is done; means to an end; motive; cause; action; deed; division of the day; instrumental care; office.
111,Garidenā,v.,cause to do; make; build; apply; work; practise; get (something) done or effected; compel; impel; incite.
111,Gariney,pl.,doing; having done; ad. by; by means of; with the help of; by turns; carrying; folding.
111,"Garu, goru",n.,cow; ox; bullock.
111,Garu kuro,n.,stable.
111,Garu gāri,n.,bullock-car.
111,Garu pāl,n.,herd of cattle.
111,Garu rākkolee,n.,cow herd.
111,Garu erā,n.,beef.
111,Garh,n.,layer; stratum; bed average; v. to make.
111,Garh garhi,n.,stream layer; water course; current of water.
111,Garhdyā,a.,laminated; layered; stratified.
111,Garhdenā,v.,layer; stratify.
111,Garhan,n.,figure; form; make; shape; forming; making of a thing; building up.
111,Garhan gachyā,a.,made; constructed; formed; framed; moulded; shaped.
111,Garhan garānā,v.,make; form; shape; build; mould.
111,Garhan dol,n.,comely form; beautiful figure.
111,Garhandhak,n.,mode of shaping or forming; design; peculiar make.
111,Garhā,n.,root; the origin; the part of a plant in the earth; the bottom; the beginning.
111,Garhānā,v.,make; form; mould; build; founding up; develop figure; shape; fabricate.
111,Garhāni,n.,making; building; constructing; forming; designing.
111,Garhāneyā,a.,rootless; groundless.
111,Garheydenā,v.,cause to be made; get made.
111,Garheyā,a.,made; formed; moulded; designed.
111,Galgalyā,a.,glib; valuable.
111,Galach,n.,glass; cup.
111,Galad,n.,defect; fault; mistake; error.
111,Galpa,n.,story; tale; fable; gossip.
111,Galpa kaiyā,n.,tale teller.
112,Galpa kanāh,v.,tell a story; gossip.
112,Galpa garānā,v.,tell a story; gossip; speak of.
112,Galpa parhānā,v.,read a story.
112,Galpa perhotyā,n.,fond of stories; gossiping.
112,Galpa shunanā,n.,hear a tale.
112,Galpa salpa,n.,chit-chat; tittle-tattle.
112,Galpa salpa garānā,v.,gossip; chit-chat.
112,Galā,n.,kind of cane.
112,Galāk,n.,fire works; squib; bomb.
112,Galāgalyā,n.,intimate; friendship; clinging to each other; hugging; necking; a. intimated.
112,Galāgali,n.,see Galāgalā.
112,Galāgali garānā,v.,be intimated with; hug.
112,Galāghar,n.,store house; godown; granary.
112,Galāchābā,a.,choking; strangling; n. lower the voice; restrain one's voice; throttle.
112,Galāchābā rug,n.,night mare.
112,Galāthibani,n.,throttling; strangling.
112,Galāthibidenā,v.,throttle.
112,Galāthibi mārānā,v.,kill one by strangling; throttle (one) to death.
112,Galāthibenā,v.,throttle; strangle.
112,Galātkādā,a.,bother some burden.
112,Galātdarhidenā,v.,hang (oneself) by the neck.
112,Galātparhānā,v.,be a burden; be a dependent.
112,Galātulanā,v.,raise one's voice; elevate the tone.
112,Galādharā,n.,seizing one in the throat.
112,Galādhākkā,n.,collaring; pushing by the neck; necking.
112,Galādhākkādenā,v.,collar and push one out.
112,Galānā,v.,melt; dissolve; fuse; burst (as an abscess); go through fused; liquified.
112,Galāp,n.,rose.
112,Galāpee,a.,rosy; rose scented.
112,Galābānani,n.,neck-tie; muffler; comforter.
112,Galā bhāngā,a.,be affected with hoarseness.
112,Galām,n.,slave; servant; jack of a playing card.
112,Galāmee,a.,slavery; service.
112,Galāmee garānā,v.,serve.
113,Galāsang,a.,throat deep.
113,Ga. sā. gu.,n.,H. C. F. (Highest Common Factor).
113,Gayā,n.,a famous place of pilgrimage for Buddhist situated in Bihar of India.
113,Gayām,n.,guava.
113,Gā,n.,body; surface; indination.
113,Gāan,n.,singing.
113,Gāanyā,n.,male singer; musician; songster.
113,Gāani,n.,female singer.
113,Gāali,a.,bodily; physical; corporal; material; organic.
113,Gāali abastā,a.,state of the body; physical condition.
113,Gāali kādani,n.,physical or bodily labour.
113,Gāali jāgā,n.,anatomy.
113,Gāali bhed,n.,physiology hygiene.
113,Gāhk,n.,customer; subscriber.
113,Gāi,a.,alone; solitary; unaccompanied.
113,Gāi-gāi,ad.,singly; alone; only; without any friend or companion; single handed; by oneself.
113,Gāi suayā,a.,patient; tolerant; enduring.
113,Gāi suycyā,a.,bearable; tolerable; endurable.
113,Gāun,n.,gown; serious; calamitous.
113,Gā kedhakkyān garānā,v.,have a nausea; feel indisposed; be afraid.
113,Gāgaramanā,a.,be hot (as with fever); have temperature.
113,Gāgadāmi,a.,rude; arrogant; haughty; insolent; ill-behaved; vain; imprudent.
113,Gāgali,a.,bodily; physically.
113,Gāghāmānā,n.,exert oneself; work earnestly; labour hard.
113,Gāng,n.,river; canal; brook; stream.
113,Gāng ijā,n.,bill fish.
113,Gāngkul,n.,bank or shore of a river.
113,Gāngkulat,a.,riparian; situated on the bank (of a river).
113,Gāng gang,n.,current of a river.
113,Gāng garhā,n.,river basin.
113,Gāngchar,n.,river beach.
113,Gāngchil,n.,sea gull.
113,Gāngchha,n.,tributary.
113,Gāngdor,n.,river mouth; estuary.
113,Gāngpadh,n.,river way.
113,Gāngpāneeye bharan,a.,watered or irrigated by rivers; river irrigated; full of rivers.
113,Gāngpār,n.,bank or shore of a river; river side.
113,Gāngpārat,a.,situated on the bank (of a river)
114,Gāngfiring,n.,grass hopper.
114,Gāngbhidor,n.,river bed.
114,Gāngjhām,n.,river craft; boat; steamer.
114,Gāngbug,n.,surface of river.
114,Gāngbugat,ad.,on or upon of a river.
114,Gāj,n.,tree; plant.
114,Gājakattā,n.,log.
114,Gājgajarā,n.,plants and herbs; vegetables.
114,Gājatudhanā,v.,climb a tree.
114,Gājadhelā,n.,branch of a tree.
114,Gājapādā,n.,leaf.
114,Gājabāgal,n.,bark.
114,Gājarā,n.,small plant; vegetable; shrub.
114,Gājā,n.,hemp.
114,Gājākhur,a.,habituated in hemp; smoker; addicted in hemp.
114,Gājākhur gap,n.,canard; cock and bull story.
114,Gājālā,n.,burning sensation; malice; pain in the body; body ache.
114,Gājur,n.,bodily strength; physical force.
114,Gājure,a.,by physical force.
114,Gājubanā,a.,relieved; feel relief.
114,Gājhāgārānā,v.,shake or move the body.
114,Gājhimjhim garānā,v.,feel dizzy.
114,Gāt,n.,hole; cavity; pit; cave; den.
114,Gātkuran,n.,digging a hole.
114,Gātkurayā,n.,excavator.
114,Gātgarānā,v.,make a hole; excavate.
114,Gātgareyā,a.,excavated; made a hole.
114,Gātchhep felānā,v.,detest extremely.
114,Gātjārakādā udhanā,v.,thrill; horrify.
114,Gāttuyā,a.,cavernous.
114,Gātdenā,v.,put on.
114,Gāt nabājānā,a.,not touch to body; not use to something.
114,Gātfun diney,a.,freely; lightly; at ease; without any arise.
114,Gātlāgānā,v.,be touched to the quick; be hest or wounded on the body.
114,Gāt hāttulanā,v.,beat; lay hands on.
114,Gātyā,a.,hardened head; strong; obstinate; perverse; stubborn; self will; coward.
114,Gātyāmi,n.,obstinacy; stubborness.
114,Gādāgātyā,a.,crowded together; heaped together.
115,Gādāgātyā garānā,v.,crowd or huddle together.
115,Gādāgādi,a.,heap; huddling together; crowding.
115,Gādānā,v.,string together; wreath (as a garland); thread (as beads); arrange; tie hook; sew; bath.
115,Gādāpāllā,a.,one by one; by one's term.
115,Gādeiyā,n.,one who strings; wreath.
115,Gādenā,v.,be serious (about something); take interest; pay heed to.
115,Gādey gādey,ad.,crowdedly.
115,Gādey denā,v.,cause to be strung.
115,Gādoni,n.,threading; wreathing; stringing; construction; composing.
115,Gādh,v.,to bathe.
115,Gādhaiyā,n.,bather; one who baths.
115,Gādhani,n.,bathing; bath; ablution; wash.
115,Gādhani kāni,n.,buthing suit or costume.
115,Gādhani ghar,n.,bath room.
115,Gādhayā,a.,bathed.
115,Gādhā,n.,ass; stupid person; fool.
115,Gādhānā,v.,bathe; have a bath.
115,Gādhāmi,n.,foolishness; idiocy.
115,Gādhār rah,n.,bray.
115,Gādhey denā,v.,cause to take a bath.
115,Gādheyā,n.,one who bathes to another person.
115,Gādhiyā,n.,bather; one who baths.
115,Gādhee,n.,she ass.
115,Gān,n.,song; vocal music.
115,Gānakabi,n.,lyrist.
115,Gāna kabitā,n.,lyric; lyric poem; musical poem.
115,Gān gānā,v.,sing a song.
115,Gāngeiyā,n.,singer; songster.
115,Gānjā,n.,hemp.
115,Gān rajeyā,n.,one who composes lyrics; lyric writer; lyrist.
115,Gān bajānā,n.,vocal and instrumental music; musical playing.
115,Gānbājanā garānā,v.,sing and play.
115,Gāp,n.,tannin of a tree; colour; paint.
115,Gāpdiyā,a.,coloured.
115,Gāpdenā,v.,colour with tannin of a tree; paint; dye.
115,Gāpneyā,a.,colourless.
115,Gāppyā,a.,of various colours; coloured; n. colourist.
115,Gā pādilanā,v.,tolerate; pocket up.
116,Gā fulanā,v.,swell with pride.
116,Gābālā,n.,tub; pan; basin.
116,Gābil,a.,careless; inattentive; negligent.
116,Gābiladi,n.,carelessness; negligence; indolence.
116,Gābiladi garānā,v.,neglect; delay.
116,Gābuchyā,n.,youth; young man.
116,Gābuchyā gāburee,n.,young man and woman.
116,Gābuchyā gābureedāgi,n. pl.,young persons taken together.
116,Gābuchyā jadhādal,n.,young man association.
116,Gābuchyā milani,n.,young mens’ association; youth conference.
116,Gābur akthat,a.,blooming or beginning of youth.
116,Gābur umor,n.,youth; young age; youth time.
116,Gāburkāl,n.,see Gābur umor.
116,Gāburkālyā,n.,youthful stage of life; youth life.
116,Gābura chamān,n.,youngling.
116,Gābur bharan,a.,youthful; fresh; full of young.
116,Gābur bharani,n.,youthfulness.
116,Gābur bharāpūrā,a.,youthful; full of young.
116,Gābur marad,n.,young boy.
116,Gābur mile,n.,young girl.
116,Gābur hārkachyā,a.,youngish; fairly young.
